ID,year,type,division,subdivision,major
2652,2012,Major,II,2,Economics
2662,2012,Major,II,5,Sociology
2663,2012,Major,II,2,Cognitive Science
3044,2012,Major,II,2,Economics
3912,2012,Major,I,5,Biological Sciences
3918,2012,Major,I,1,Mathematics
3919,2012,Major,III,2,English
4034,2012,Major,II,5,Political Science
973,2012,Major,I,3.5,Materials Science
986,2012,Major,II,2,Psychology
174,2012,Major,II,2,Economics
1036,2012,Major,II,2,Economics
97,2012,Major,II,2,Economics
119,2012,Major,II,5,Sociology
270,2012,Major,II,2,Cognitive Science
281,2012,Major,III,2,English
182,2012,Major,II,2,Economics
351,2012,Major,II,2,Psychology
733,2012,Major,II,2,Psychology
821,2012,Major,I,5,Biological Sciences
1141,2012,Major,II,2,Economics
709,2012,Major,II,2,Economics
139,2012,Major,II,7,History
160,2012,Major,NA,NA,Drama
262,2012,Major,III,2,English
349,2012,Major,I,5,Biological Sciences
374,2012,Major,II,7,History
379,2012,Major,III,2,English
413,2012,Major,II,2,Psychology
455,2012,Major,II,2,Psychology
507,2012,Major,I,5,Biological Sciences
621,2012,Major,III,4,Latina & Latino Studies
629,2012,Major,II,2,Psychology
648,2012,Major,II,2,Psychology
664,2012,Major,III,3,Religious Studies
696,2012,Major,II,2,Economics
732,2012,Major,II,2,Psychology
746,2012,Major,I,3,Chemistry
830,2012,Major,I,5,Biological Sciences
899,2012,Major,NA,NA,Journalism
910,2012,Major,II,5,Anthropology
1068,2012,Major,I,5,Biological Sciences
1099,2012,Major,III,2,English
1160,2012,Major,II,2,Psychology
1168,2012,Major,NA,NA,Journalism
1242,2012,Major,II,6,American Studies
1152,2012,Major,II,2,Economics
1265,2012,Major,II,2,Economics
378,2012,Major,II,5,Political Science
226,2012,Major,II,5,Political Science
339,2012,Major,II,2,Psychology
411,2012,Major,II,2,Psychology
517,2012,Major,III,3.5,Art History
538,2012,Major,II,2,Economics
569,2012,Major,III,3,Philosophy
844,2012,Major,II,2,Economics
1016,2012,Major,II,2,Economics
1051,2012,Major,III,1.5,Middle East & North African Studies
1231,2012,Major,II,5,Political Science
1237,2012,Major,I,5,Biological Sciences
542,2012,Major,III,2,English
680,2012,Major,II,5,Political Science
704,2012,Major,III,1.5,Middle East & North African Studies
808,2012,Major,II,2,Psychology
911,2012,Major,I,5,Biological Sciences
1105,2012,Major,II,2,Economics
2407,2012,Major,I,5,Biological Sciences
87,2012,Major,I,5,Biological Sciences
144,2012,Major,II,7,History
472,2012,Major,III,2,English
497,2012,Major,II,2,Psychology
628,2012,Major,II,2,Psychology
784,2012,Major,I,5,Biological Sciences
1140,2012,Major,III,2,English
1646,2012,Major,II,2,Psychology
199,2012,Major,I,1,Mathematics
222,2012,Major,III,3,Religious Studies
253,2012,Major,II,5,Sociology
357,2012,Major,II,5,Political Science
395,2012,Major,II,2,Economics
407,2012,Major,III,3.5,Art History
439,2012,Major,III,3,Philosophy
460,2012,Major,II,6,American Studies
570,2012,Major,III,2,English
635,2012,Major,I,5,Biological Sciences
665,2012,Major,II,5,Political Science
689,2012,Major,II,5,Political Science
758,2012,Major,NA,NA,Journalism
795,2012,Major,NA,NA,Communication Studies
809,2012,Major,III,2,English
873,2012,Major,I,5,Biological Sciences
918,2012,Major,III,2,English
961,2012,Major,II,6,American Studies
975,2012,Major,I,5,Biological Sciences
1001,2012,Major,II,5,Sociology
1082,2012,Major,II,2,Economics
1132,2012,Major,III,1,Asian Languages and Cultures
1158,2012,Major,I,5,Biological Sciences
1167,2012,Major,I,5,Biological Sciences
1200,2012,Major,II,7,History
1259,2012,Major,III,3,Philosophy
352,2012,Major,II,2,Economics
530,2012,Major,II,5,Political Science
778,2012,Major,II,5,Anthropology
141,2012,Major,II,2,Psychology
286,2012,Major,II,2,Economics
367,2012,Major,III,3,Philosophy
432,2012,Major,II,2,Economics
450,2012,Major,II,2,Economics
537,2012,Major,II,2,Economics
544,2012,Major,II,2,Economics
647,2012,Major,I,4,Environmental Sciences
654,2012,Major,III,3,Philosophy
783,2012,Major,II,2,Psychology
792,2012,Major,NA,NA,Radio/Television/Film
840,2012,Major,II,2,Psychology
901,2012,Major,II,2,Economics
906,2012,Major,II,7,History
1233,2012,Major,III,2,English
1295,2012,Major,II,7,History
2179,2012,Major,III,2.5,Classics
63,2012,Major,II,2,Psychology
220,2012,Major,II,2,Economics
466,2012,Major,II,2,Economics
566,2012,Major,II,2,Economics
546,2012,Major,III,2,English
782,2012,Major,II,2,Economics
946,2012,Major,II,2,Psychology
970,2012,Major,I,1,Mathematics
138,2012,Major,III,1.25,German
161,2012,Major,II,7,History
810,2012,Major,II,7,History
101,2012,Major,II,7,History
106,2012,Major,I,1,Mathematics
1264,2012,Major,NA,NA,Music
1301,2012,Major,I,5,Biological Sciences
340,2012,Major,II,2,Economics
1058,2012,Major,II,2,Economics
1314,2012,Major,I,5,Biological Sciences
588,2012,Major,I,3,Physics and Astronomy
319,2012,Major,III,2,English
790,2012,Major,III,2,English
197,2012,Major,III,2,English
418,2012,Major,II,5,Political Science
482,2012,Major,II,7,History
850,2012,Major,II,5,Sociology
863,2012,Major,II,5,Political Science
1117,2012,Major,III,3.5,Art History
1184,2012,Major,II,2,Linguistics
1208,2012,Major,NA,NA,Communication Studies
1318,2012,Major,II,5,Political Science
1857,2012,Major,II,5,Political Science
865,2012,Major,II,5,Sociology
1143,2012,Major,II,5,Political Science
743,2012,Major,III,2,English
929,2012,Major,II,2,Economics
942,2012,Major,II,5,Political Science
445,2012,Major,II,5,Sociology
1005,2012,Major,II,2,Economics
1134,2012,Major,II,2,Economics
1179,2012,Major,I,3,Physics and Astronomy
1191,2012,Major,II,5,Political Science
86,2012,Major,NA,NA,Wind & Percussion Instruments
854,2012,Major,III,3,Philosophy
923,2012,Major,II,2,Psychology
857,2012,Major,II,5,Political Science
299,2012,Major,III,2,English
433,2012,Major,II,5,Political Science
668,2012,Major,II,2,Psychology
737,2012,Major,III,3.5,Art History
872,2012,Major,II,2,Psychology
887,2012,Major,II,5,Political Science
1130,2012,Major,II,5,Sociology
406,2012,Major,I,5,Biological Sciences
731,2012,Major,II,2,Psychology
83,2012,Major,III,2,English
188,2012,Major,NA,NA,Slavic Languages & Literature
332,2012,Major,III,3.5,Art History
338,2012,Major,I,5,Biological Sciences
342,2012,Major,II,5,Anthropology
359,2012,Major,I,1,Mathematics
532,2012,Major,II,5,Political Science
600,2012,Major,II,2,Economics
640,2012,Major,II,5,Political Science
644,2012,Major,II,5,Political Science
676,2012,Major,II,2,Psychology
898,2012,Major,III,3,Philosophy
1159,2012,Major,I,5,Biological Sciences
1310,2012,Major,II,2,Psychology
1322,2012,Major,NA,NA,Theatre
1577,2012,Major,II,5,Political Science
129,2012,Major,II,5,Political Science
167,2012,Major,II,5,Anthropology
175,2012,Major,I,5,Biological Sciences
282,2012,Major,I,5,Biological Sciences
298,2012,Major,II,5,Political Science
300,2012,Major,I,5,Biological Sciences
321,2012,Major,II,2,Psychology
370,2012,Major,I,5,Biological Sciences
388,2012,Major,II,5,Anthropology
397,2012,Major,III,1,Spanish
475,2012,Major,I,5,Biological Sciences
510,2012,Major,II,2,Psychology
618,2012,Major,II,2,Psychology
690,2012,Major,II,5,Political Science
756,2012,Major,II,2,Psychology
794,2012,Major,III,3,Philosophy
851,2012,Major,I,5,Biological Sciences
859,2012,Major,III,1.5,Middle East & North African Studies
880,2012,Major,I,5,Biological Sciences
914,2012,Major,III,2,English
976,2012,Major,II,2,Psychology
980,2012,Major,II,5,Anthropology
1008,2012,Major,II,5,Anthropology
1037,2012,Major,II,5,Anthropology
1072,2012,Major,II,2,Psychology
1126,2012,Major,II,5,Political Science
1135,2012,Major,II,5,Political Science
1276,2012,Major,II,2,Psychology
1283,2012,Major,II,5,Political Science
1312,2012,Major,I,5,Biological Sciences
739,2012,Major,II,2,Psychology
1293,2012,Major,II,2,Psychology
554,2012,Major,II,2,Psychology
568,2012,Major,II,2,Economics
1226,2012,Major,II,5,Anthropology
110,2012,Major,NA,NA,Music Ad Hoc
123,2012,Major,II,2,Psychology
523,2012,Major,NA,NA,Social Policy
556,2012,Major,III,2,English
562,2012,Major,II,2,Economics
1256,2012,Major,III,2,Comparative Literary Studies
541,2012,Major,II,2,Linguistics
274,2012,Major,III,2,English
346,2012,Major,II,2,Psychology
614,2012,Major,III,2,English
796,2012,Major,II,5,Political Science
1079,2012,Major,I,5,Biological Sciences
28,2012,Major,III,3.5,Art Theory and Practice
228,2012,Major,II,5,Anthropology
283,2012,Major,II,7,History
295,2012,Major,II,5,Anthropology
384,2012,Major,II,2,Economics
498,2012,Major,II,5,Political Science
591,2012,Major,II,2,Psychology
833,2012,Major,II,2,Economics
1176,2012,Major,II,5,Political Science
1250,2012,Major,II,5,Political Science
1292,2012,Major,II,2,Linguistics
1327,2012,Major,II,5,Political Science
217,2012,Major,II,5,Political Science
513,2012,Major,II,2,Linguistics
603,2012,Major,NA,NA,Communication Studies
643,2012,Major,II,7,History
658,2012,Major,III,2.5,Classics
766,2012,Major,II,2,Economics
835,2012,Major,III,2,English
1279,2012,Major,III,2,English
32,2012,Major,II,2,Psychology
269,2012,Major,III,3.5,Art History
320,2012,Major,I,5,Biological Sciences
347,2012,Major,II,5,Anthropology
522,2012,Major,II,5,Political Science
525,2012,Major,NA,NA,Journalism
590,2012,Major,II,7,History
674,2012,Major,I,3,Chemistry
712,2012,Major,III,3.5,Art History
1011,2012,Major,II,2,Economics
1085,2012,Major,II,2,Psychology
1092,2012,Major,II,5,Political Science
2621,2012,Major,II,7,History
186,2012,Major,II,5,Political Science
477,2012,Major,II,5,Political Science
480,2012,Major,II,2,Psychology
486,2012,Major,NA,NA,Learning & Organztnl Change
597,2012,Major,I,3,Chemistry
686,2012,Major,III,1,Spanish
951,2012,Major,II,2,Linguistics
965,2012,Major,III,3,Philosophy
996,2012,Major,I,5,Biological Sciences
1041,2012,Major,II,5,Political Science
1112,2012,Major,I,5,Biological Sciences
1137,2012,Major,I,5,Biological Sciences
1146,2012,Major,II,2,Psychology
2627,2012,Major,II,2,Psychology
659,2012,Major,I,5,Biological Sciences
780,2012,Major,I,4,Environmental Sciences
892,2012,Major,I,4,Environmental Sciences
997,2012,Major,II,7,History
1075,2012,Major,I,1,Mathematics
1182,2012,Major,NA,NA,Communication Studies
1215,2012,Major,I,1,Mathematics
1234,2012,Major,I,5,Biological Sciences
1300,2012,Major,III,1,French
373,2012,Major,II,5,Political Science
520,2012,Major,II,5,Political Science
172,2012,Major,I,1,Mathematics
2169,2012,Major,II,5,Political Science
491,2012,Major,III,2,English
1080,2012,Major,I,5,Biological Sciences
457,2012,Major,I,1,Mathematics
893,2012,Major,I,1,Computer Science
452,2012,Major,II,5,Anthropology
548,2012,Major,II,5,Anthropology
1017,2012,Major,II,2,Psychology
153,2012,Major,II,7,History
183,2012,Major,II,5,Anthropology
230,2012,Major,III,3.5,Art History
424,2012,Major,II,2,Psychology
985,2012,Major,III,2,English
1326,2012,Major,I,3,Physics and Astronomy
2165,2012,Major,II,7,History
598,2012,Major,II,5,Anthropology
324,2012,Major,II,2,Psychology
410,2012,Major,III,2,English
563,2012,Major,II,5,Political Science
995,2012,Major,I,1,Statistics
1103,2012,Major,I,5,Biological Sciences
1110,2012,Major,NA,NA,Theatre
1162,2012,Major,II,2,Economics
489,2012,Major,II,2,Economics
333,2012,Major,III,1,Asian Languages and Cultures
33,2012,Major,I,5,Biological Sciences
244,2012,Major,I,5,Biological Sciences
248,2012,Major,II,2,Psychology
441,2012,Major,I,5,Biological Sciences
770,2012,Major,I,4,Environmental Sciences
922,2012,Major,III,1,Italian
1062,2012,Major,I,5,Biological Sciences
1201,2012,Major,I,5,Biological Sciences
2394,2012,Major,I,5,Biological Sciences
488,2012,Major,III,3,Religious Studies
4,2012,Major,II,2,Economics
36,2012,Major,II,2,Economics
65,2012,Major,III,1,Spanish
84,2012,Major,II,2,Economics
85,2012,Major,II,2,Economics
90,2012,Major,II,2,Economics
98,2012,Major,II,5,Political Science
163,2012,Major,NA,NA,Communication Studies
211,2012,Major,II,2,Economics
216,2012,Major,NA,NA,Learning & Organztnl Change
218,2012,Major,II,2,Economics
224,2012,Major,II,7,History
238,2012,Major,I,5,Biological Sciences
242,2012,Major,II,7,History
245,2012,Major,II,2,Psychology
249,2012,Major,II,2,Economics
250,2012,Major,II,5,Political Science
267,2012,Major,II,5,Political Science
272,2012,Major,III,1,French
290,2012,Major,II,2,Economics
306,2012,Major,II,2,Economics
312,2012,Major,NA,NA,Communication Studies
313,2012,Major,II,2,Psychology
315,2012,Major,III,2,English
318,2012,Major,II,2,Economics
325,2012,Major,II,2,Economics
336,2012,Major,II,2,Economics
348,2012,Major,II,2,Economics
364,2012,Major,III,3.5,Art History
366,2012,Major,II,2,Psychology
372,2012,Major,II,5,Political Science
377,2012,Major,II,2,Economics
391,2012,Major,II,2,Economics
396,2012,Major,II,2,Economics
404,2012,Major,I,5,Biological Sciences
425,2012,Major,III,1,French
435,2012,Major,II,5,Political Science
437,2012,Major,II,2,Economics
447,2012,Major,II,5,Political Science
465,2012,Major,II,2,Economics
490,2012,Major,II,2,Economics
495,2012,Major,NA,NA,Theatre
505,2012,Major,II,5,Political Science
508,2012,Major,II,2,Economics
528,2012,Major,II,7,History
533,2012,Major,II,7,History
535,2012,Major,II,2,Economics
539,2012,Major,II,5,Political Science
552,2012,Major,II,7,History
564,2012,Major,II,2,Psychology
567,2012,Major,III,2,English
577,2012,Major,II,2,Economics
580,2012,Major,II,2,Psychology
581,2012,Major,NA,NA,Radio/Television/Film
583,2012,Major,II,2,Psychology
604,2012,Major,II,5,Political Science
625,2012,Major,III,2,English
631,2012,Major,II,2,Economics
642,2012,Major,II,2,Psychology
692,2012,Major,II,5,Political Science
695,2012,Major,II,2,Economics
700,2012,Major,II,2,Economics
701,2012,Major,II,2,Economics
702,2012,Major,II,2,Psychology
716,2012,Major,II,2,Economics
718,2012,Major,II,2,Economics
721,2012,Major,II,5,Political Science
751,2012,Major,II,5,Political Science
754,2012,Major,II,2,Economics
768,2012,Major,II,2,Economics
776,2012,Major,II,2,Economics
788,2012,Major,II,2,Psychology
797,2012,Major,III,2,English
798,2012,Major,II,7,History
815,2012,Major,II,2,Psychology
829,2012,Major,II,2,Economics
868,2012,Major,II,2,Economics
874,2012,Major,II,2,Economics
877,2012,Major,II,5,Political Science
885,2012,Major,III,2,English
890,2012,Major,II,2,Economics
897,2012,Major,II,2,Economics
900,2012,Major,II,5,Political Science
919,2012,Major,I,4,Environmental Sciences
930,2012,Major,III,3,Philosophy
931,2012,Major,II,2,Psychology
933,2012,Major,II,2,Economics
934,2012,Major,II,2,Economics
935,2012,Major,NA,NA,Radio/Television/Film
938,2012,Major,NA,NA,Communication Studies
969,2012,Major,II,2,Economics
972,2012,Major,II,2,Economics
982,2012,Major,II,2,Economics
983,2012,Major,II,2,Economics
993,2012,Major,II,5,Political Science
1002,2012,Major,II,2,Economics
1015,2012,Major,II,2,Psychology
1023,2012,Major,II,2,Economics
1039,2012,Major,II,5,Political Science
1049,2012,Major,II,2,Economics
1066,2012,Major,II,2,Economics
1076,2012,Major,II,2,Economics
1089,2012,Major,II,7,History
1095,2012,Major,II,2,Economics
1119,2012,Major,II,2,Economics
1129,2012,Major,II,2,Psychology
1136,2012,Major,II,2,Psychology
1138,2012,Major,II,2,Psychology
1156,2012,Major,II,7,History
1170,2012,Major,II,2,Psychology
1180,2012,Major,II,2,Economics
1185,2012,Major,NA,NA,Learning & Organztnl Change
1195,2012,Major,II,5,Political Science
1260,2012,Major,II,2,Economics
1268,2012,Major,II,2,Economics
1269,2012,Major,II,2,Economics
1284,2012,Major,II,5,Political Science
1298,2012,Major,II,2,Economics
1307,2012,Major,II,2,Economics
1313,2012,Major,II,2,Economics
1328,2012,Major,II,2,Economics
1332,2012,Major,II,5,Political Science
1335,2012,Major,II,5,Political Science
1373,2012,Major,II,5,Political Science
1866,2012,Major,I,5,Biological Sciences
2099,2012,Major,II,5,Political Science
2578,2012,Major,II,2,Economics
2582,2012,Major,III,2,English
2584,2012,Major,II,2,Economics
2589,2012,Major,II,2,Economics
1288,2012,Major,II,5,Political Science
380,2012,Major,II,5,Political Science
1101,2012,Major,II,2,Economics
742,2012,Major,II,2,Economics
1287,2012,Major,II,2,Economics
236,2012,Major,II,5,Political Science
394,2012,Major,I,4,Environmental Sciences
291,2012,Major,II,2,Economics
964,2012,Major,II,2,Economics
727,2012,Major,II,2,Economics
247,2012,Major,II,5,Political Science
1285,2012,Major,II,5,Political Science
229,2012,Major,II,2,Economics
723,2012,Major,II,7,History
1228,2012,Major,III,3,Philosophy
434,2012,Major,III,2,English
1074,2012,Major,II,5,Anthropology
1255,2012,Major,II,7,History
1786,2012,Major,I,5,Biological Sciences
316,2012,Major,II,2,Economics
345,2012,Major,I,3,Chemistry
484,2012,Major,III,1,Asian Languages and Cultures
967,2012,Major,II,5,Political Science
1084,2012,Major,III,3.5,Art History
1221,2012,Major,I,5,Biological Sciences
151,2012,Major,II,5,Sociology
1333,2012,Major,II,5,Sociology
6,2013,Major,II,5,Sociology
9,2013,Major,II,5,Sociology
16,2013,Major,I,5,Biological Sciences
17,2013,Major,II,2,Cognitive Science
19,2013,Major,II,2,Economics
20,2013,Major,II,2,Psychology
21,2013,Major,II,2,Economics
27,2013,Major,II,7,History
34,2013,Major,II,2,Psychology
52,2013,Major,II,2,Economics
53,2013,Major,I,3,Chemistry
60,2013,Major,NA,NA,Materials Science and Eng
67,2013,Major,III,2,English
74,2013,Major,I,1,Mathematics
91,2013,Major,III,3,Philosophy
95,2013,Major,II,2,Economics
102,2013,Major,I,1,Mathematics
109,2013,Major,II,2,Linguistics
114,2013,Major,III,1,Italian
135,2013,Major,II,2,Psychology
149,2013,Major,NA,NA,Communication Studies
150,2013,Major,III,3.5,Art History
155,2013,Major,I,5,Biological Sciences
158,2013,Major,II,2,Economics
162,2013,Major,II,2,Economics
164,2013,Major,III,3,Religious Studies
177,2013,Major,NA,NA,Radio/Television/Film
187,2013,Major,II,5,Political Science
193,2013,Major,II,7,History
207,2013,Major,II,2,Psychology
208,2013,Major,II,5,Political Science
358,2013,Major,II,6,African American Studies
363,2013,Major,II,2,Economics
381,2013,Major,II,2,Economics
382,2013,Major,I,1,Computer Science
403,2013,Major,II,2,Economics
428,2013,Major,NA,NA,Human Communication Sciences
436,2013,Major,III,3,Philosophy
461,2013,Major,II,5,Political Science
485,2013,Major,NA,NA,Mechanical Engineering
543,2013,Major,II,2,Psychology
558,2013,Major,II,5,Sociology
593,2013,Major,I,1,Computer Science
596,2013,Major,III,1,French
608,2013,Major,NA,NA,Wind & Percussion Instruments
650,2013,Major,II,2,Economics
660,2013,Major,I,5,Biological Sciences
679,2013,Major,II,5,Political Science
684,2013,Major,II,2,Economics
691,2013,Major,NA,NA,Journalism
720,2013,Major,NA,NA,Music Ad Hoc
765,2013,Major,III,1,Italian
767,2013,Major,I,3,Chemistry
789,2013,Major,III,2,English
822,2013,Major,I,1,Mathematics
826,2013,Major,II,7,History
866,2013,Major,NA,NA,Mechanical Engineering
891,2013,Major,II,2,Economics
896,2013,Major,NA,NA,Social Policy
921,2013,Major,NA,NA,Environmental Engineering
962,2013,Major,NA,NA,Journalism
1021,2013,Major,III,2,English
1024,2013,Major,II,2,Psychology
1032,2013,Major,II,2,Economics
1056,2013,Major,III,1,Spanish
